pack_id,admission_checkpoint,selected_records_count,pack_bytes,status,snapshot,provenance,limitation
1,0,12,867,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3535,132,52,70448,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3536,132,62,63268,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3537,132,73,57115,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3538,132,69,62525,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3539,132,69,59913,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3540,132,67,79107,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3541,132,81,34976,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3542,132,49,66417,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3543,132,33,75446,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3544,132,60,68733,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3545,132,49,28268,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3546,132,94,41773,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3547,132,94,55907,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3548,132,66,52006,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3549,132,84,37149,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3550,132,58,65266,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3551,132,67,48315,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3552,132,82,24745,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3553,132,108,43013,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3554,132,88,68569,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3555,132,71,53901,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3556,132,102,37141,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3557,132,88,60704,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3558,132,83,52495,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3559,132,73,61538,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3560,132,93,40841,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3561,132,60,67156,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3562,132,67,46957,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3563,132,73,44707,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3564,132,174,82100,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3565,132,140,94490,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3566,132,158,94205,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3567,132,139,94611,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3568,132,148,100721,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3569,132,169,97088,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3570,132,168,98481,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3571,132,62,48308,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3572,133,39,35692,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3573,133,22,17401,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3574,133,3,2864,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3575,133,42,21502,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3576,133,36,27846,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3577,133,36,20748,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3578,133,3,1212,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3579,133,51,14746,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3580,133,58,54727,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3581,133,42,44412,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3582,133,40,76685,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3583,133,62,68422,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3584,133,69,39841,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3585,133,41,50599,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3586,133,51,75987,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3587,133,49,91452,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3588,133,59,63418,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3589,133,71,52464,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3590,133,96,28028,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3591,133,67,69349,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3592,133,53,71977,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3593,133,72,63961,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3594,133,53,86485,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3595,133,79,85886,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3596,133,82,77220,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3597,133,82,73194,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3598,133,54,62175,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3599,133,60,80322,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3600,133,75,81202,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3601,133,67,88781,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3602,133,80,59829,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3603,133,53,55903,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3604,133,66,86519,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3605,133,75,70974,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3606,133,72,68514,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3607,133,71,66474,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3608,133,51,73396,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3609,133,50,84319,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3610,133,70,90697,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3611,133,66,36626,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3612,133,53,59703,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3613,133,87,57394,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3614,133,67,47924,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3615,133,40,75437,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3616,133,45,71123,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3617,133,66,71741,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3618,133,72,69381,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3619,133,87,56182,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3620,133,75,36454,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3621,133,54,80002,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3622,133,68,86433,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3623,133,50,62140,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3624,133,54,50556,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3625,133,51,65946,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3626,133,74,72692,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3627,133,69,44603,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3628,133,63,52278,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3629,133,43,67808,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3630,133,51,78923,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3631,133,55,83186,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3632,133,74,78057,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3633,133,90,46489,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3634,133,52,60066,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3635,133,70,68625,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3636,133,93,52839,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3637,133,108,59125,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3638,133,90,62861,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3639,133,71,40029,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3640,133,115,40892,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3641,133,114,41129,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3642,133,102,41375,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3643,133,197,81456,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3644,133,183,83830,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3645,133,199,89158,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3646,133,214,86502,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3647,133,222,93702,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3648,133,202,83923,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3649,133,216,86058,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3650,133,175,87834,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3651,133,204,91867,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3652,133,3,14660,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3653,134,30,33097,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3654,134,3,2231,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3655,134,12,23360,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3656,134,10,7932,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3657,134,33,11934,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3658,134,2,715,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3659,134,38,12895,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3660,134,52,17823,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3661,134,38,30217,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3662,134,65,56709,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3663,134,87,52143,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3664,134,62,58221,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3665,134,91,78711,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3666,134,71,57602,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3667,134,55,61534,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3668,134,82,48080,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3669,134,72,60778,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3670,134,54,70081,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3671,134,50,80929,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3672,134,52,80480,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
